make,mileage,price,body_type,drivetrain,transmission,fuel_type,passengers,is_private,car_age
MAZDA,24189.0,10.257659366256744,SUV,AWD,Automatic,Gas,5.0,0,2
ACURA,36779.0,10.34109711397086,SUV,AWD,Automatic,Premium Unleaded,5.0,0,5
TOYOTA,47975.0,9.588434283288215,SEDAN,FWD,Automatic,Gas,5.0,0,6
FORD,38509.0,9.987782744031522,SUV,FWD,Automatic,Gas,5.0,0,4
HONDA,41136.0,9.758346166866458,SEDAN,FWD,CVT,Regular Unleaded,5.0,0,4
PORSCHE,134000.0,11.184421397998191,COUPE,RWD,Manual,Gas,4.0,1,46
PONTIAC,24097.0,9.581903928408666,COUPE,RWD,Automatic,Gas,4.0,1,24
FORD,62000.0,9.903487552536127,SEDAN,FWD,Automatic,Gas,5.0,1,4
FORD,11800.0,9.769956159911606,SUV,FWD,Automatic,Gas,5.0,1,6
NISSAN,88095.0,9.392245175273796,SEDAN,FWD,Automatic,Gas,5.0,0,8
KIA,128846.0,8.921857979353632,SEDAN,FWD,Automatic,Gas,5.0,0,7
TOYOTA,264000.0,9.2098402469345,SUV,AWD,Automatic,Gas,5.0,0,10
RAM,60883.0,10.359360563188138,TRUCK,AWD,Automatic,Gas,5.0,0,4
HYUNDAI,114315.0,9.0811424335045,COUPE,FWD,Manual,Gas,4.0,0,9
RAM,105000.0,10.30845253560261,TRUCK,AWD,Automatic,Diesel,5.0,0,6
JEEP,99291.0,10.542706391070515,SUV,AWD,Automatic,Gas,5.0,0,5
GMC,12311.0,11.134559826743782,CREW CAB,AWD,Automatic,Gas,5.0,0,3
RAM,119054.0,10.357742824813725,TRUCK,AWD,Automatic,Gas,5.0,0,6
VOLVO,34283.0,10.49124643927466,WAGON,AWD,Automatic,Gas,5.0,0,4
HONDA,47023.0,10.043206015705213,SEDAN,FWD,CVT,Gas,5.0,0,3
HONDA,31017.0,10.042814617757228,SUV,FWD,CVT,Regular Unleaded,5.0,0,4
GMC,31224.0,10.7553037612248,CREW CAB,AWD,Automatic,Gas,5.0,0,4
NISSAN,92401.0,9.79807147977948,SUV,AWD,Automatic,Gas,7.0,0,9
LEXUS,66200.0,10.680493228306789,SUV,AWD,Automatic,Gas,5.0,0,5
TOYOTA,47000.0,9.679593719831214,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
HYUNDAI,28545.0,10.508540952336965,SUV,AWD,Automatic,Gas,5.0,0,3
HONDA,240064.0,9.608915129379591,SUV,AWD,Automatic,Gas,8.0,0,10
MAZDA,116000.0,9.581903928408666,SEDAN,FWD,Automatic,Gas,5.0,1,8
CHEVROLET,88739.0,9.30546871706776,SEDAN,FWD,Automatic,Gas,5.0,0,9
TOYOTA,53762.0,9.67965626478542,COMPACT,FWD,Automatic,Gas,5.0,0,5
MERCEDES-BENZ,84253.0,10.48815825675999,SEDAN,AWD,Automatic,Premium Unleaded,5.0,0,6
BMW,87170.0,9.60911649193355,COUPE,RWD,Automatic,Gas,4.0,1,12
RAM,0.0,10.858883606290863,TRUCK,AWD,Automatic,Gas,5.0,0,3
INFINITI,186000.0,9.104424146384634,SEDAN,AWD,Automatic,Gas,5.0,0,11
GMC,53450.0,10.479932363309931,TRUCK,AWD,Automatic,Gas,5.0,0,6
INFINITI,167342.0,8.921057018157429,SEDAN,RWD,Automatic,Gas,5.0,0,14
VOLKSWAGEN,19137.0,9.893336201479752,HATCHBACK,FWD,Manual,Gas,5.0,0,3
FORD,60376.0,9.740262491433162,SUV,AWD,Automatic,Gas,5.0,0,6
NISSAN,3993.0,10.12643108384767,SUV,FWD,Automatic,Gas,5.0,0,2
BMW,90.0,10.870680502337402,WAGON,AWD,Automatic,Premium Unleaded,5.0,0,1
DODGE,117414.0,9.79784922051313,SUV,AWD,Automatic,Gas,7.0,0,4
BMW,28826.0,11.139104362196523,SUV,AWD,Automatic,Gas,7.0,0,3
RAM,591.0,11.106534928785564,TRUCK,AWD,Automatic,Gas,5.0,0,1
VOLKSWAGEN,19092.0,10.100985036866753,SUV,AWD,Automatic,Gas,7.0,0,4
SUBARU,59706.0,9.81945355692612,HATCHBACK,AWD,CVT,Gas,5.0,0,4
HONDA,113500.0,8.961879012677683,SEDAN,FWD,Automatic,Gas,5.0,1,12
JEEP,16311.0,10.66881585005608,SUV,AWD,Automatic,Gas,5.0,0,2
MITSUBISHI,28525.0,10.106224294072677,SUV,AWD,Automatic,Gas,5.0,0,2
PORSCHE,195000.0,10.239781201782993,COUPE,RWD,Manual,Gas,4.0,1,36
NISSAN,9350.0,10.441091417334723,SUV,AWD,CVT,Regular Unleaded,5.0,0,2
JEEP,24637.0,10.618885342030891,SUV,AWD,Automatic,Gas,5.0,0,4
TOYOTA,69984.0,9.993328256535918,SUV,AWD,Automatic,Gas,5.0,0,7
VOLKSWAGEN,170817.0,9.210140351973516,SEDAN,FWD,Automatic,Gas,5.0,0,8
HONDA,16376.0,10.601373487443247,MINIVAN,FWD,Automatic,Regular Unleaded,7.0,0,2
MERCEDES-BENZ,100491.0,9.769956159911606,SEDAN,AWD,Automatic,Premium Unleaded,5.0,0,8
AUDI,54065.0,10.835651633566574,SUV,AWD,Automatic,Gas,5.0,0,4
INFINITI,114900.0,9.740674462130215,SUV,AWD,Automatic,Gas,7.0,0,8
HONDA,9614.0,10.401227936753465,SUV,AWD,CVT,Gas,5.0,0,2
KIA,51190.0,9.467769401256945,WAGON,FWD,Automatic,Gas,5.0,0,7
HYUNDAI,36193.0,10.095470619600714,SUV,AWD,Automatic,Gas,5.0,0,3
LEXUS,49113.0,10.48815825675999,SUV,AWD,Automatic,Premium Unleaded,5.0,0,4
MERCEDES-BENZ,138500.0,10.203592144986466,CONVERTIBLE,RWD,Automatic,Gas,4.0,1,19
MINI,58698.0,9.75718929491883,HATCHBACK,FWD,Automatic,Gas,5.0,0,5
HONDA,39316.0,10.532096211958502,SUV,AWD,Automatic,Gas,5.0,0,3
NISSAN,9150.0,10.042814617757228,SUV,AWD,Automatic,Gas,5.0,0,2
BMW,66620.0,10.462760424539743,SUV,AWD,Automatic,Gas,5.0,0,5
JEEP,66000.0,10.221941283654663,SUV,AWD,Automatic,Gas,5.0,1,7
SUBARU,176000.0,8.517193191416238,HATCHBACK,AWD,Manual,Gas,5.0,1,14
CHEVROLET,97000.0,10.714417768752456,TRUCK,AWD,Automatic,Gas,5.0,1,3
MAZDA,69541.0,9.20029003612268,HATCHBACK,FWD,Automatic,Gas,5.0,0,10
TOYOTA,32879.0,10.712193073730344,TRUCK,AWD,Automatic,Gas,5.0,0,4
LEXUS,89000.0,10.621205387030278,SUV,AWD,Automatic,Gas,5.0,0,4
HONDA,37143.0,10.195783962538654,SEDAN,FWD,CVT,Regular Unleaded,5.0,0,4
TOYOTA,21359.0,10.307685191077328,SUV,FWD,Automatic,Gas,5.0,0,3
MERCEDES-BENZ,14245.0,11.11095424611632,SEDAN,AWD,Automatic,Premium Unleaded,5.0,0,2
SUBARU,123934.0,8.699514748210191,HATCHBACK,AWD,Manual,Gas,5.0,1,12
SUBARU,159700.0,8.496990484098719,SEDAN,AWD,Automatic,Gas,5.0,1,14
SUBARU,30875.0,10.12615098861346,SUV,AWD,Automatic,Gas,5.0,0,3
HONDA,983.0,10.081633737919605,SEDAN,FWD,CVT,Gas,5.0,0,2
JEEP,0.0,11.132016374757953,TRUCK,AWD,Automatic,Gas,5.0,0,1
HONDA,24404.0,9.989619376165416,SEDAN,FWD,Automatic,Gas,5.0,0,2
MAZDA,32970.0,10.491135318903403,SUV,AWD,Automatic,Gas,7.0,0,4
CHEVROLET,560.0,10.214385538037911,SUV,FWD,Automatic,Gas,5.0,0,2
TOYOTA,51943.0,10.645401087458245,TRUCK,AWD,Automatic,Gas,5.0,0,4
JEEP,182600.0,9.90323752128092,SUV,AWD,Automatic,Diesel,5.0,1,8
CHEVROLET,72322.0,9.61547209118311,SEDAN,FWD,Automatic,Gas,5.0,0,5
NISSAN,49718.0,10.021048341275272,SUV,AWD,Automatic,Gas,5.0,0,4
FORD,107121.0,9.489637387893524,HATCHBACK,FWD,Automatic,Gas Hybrid,5.0,0,5
MAZDA,67975.0,9.350015354048663,HATCHBACK,FWD,Manual,Gas,5.0,0,8
HYUNDAI,126000.0,8.895492631451633,SEDAN,FWD,Automatic,Gas,5.0,0,9
CHEVROLET,225000.0,8.494538500851432,SUV,AWD,Automatic,Gas,5.0,0,10
HONDA,128626.0,9.71655538318449,SUV,AWD,CVT,Regular Unleaded,5.0,0,7
HONDA,76304.0,9.90323752128092,SUV,AWD,Automatic,Gas,5.0,0,5
HYUNDAI,107000.0,8.778017809698136,HATCHBACK,FWD,Automatic,Gas,5.0,0,10
FORD,114000.0,9.769956159911606,CONVERTIBLE,RWD,Automatic,Gas,4.0,1,34
KIA,147368.0,9.99857043378282,SUV,AWD,Automatic,Gas,5.0,0,4
HONDA,2747.0,10.147256921643994,SEDAN,FWD,Automatic,Gas,5.0,0,3
HONDA,61325.0,9.638935897473202,SEDAN,FWD,CVT,Gas,5.0,0,5
AUDI,33980.0,10.98512321699712,SUV,AWD,Automatic,Gas,7.0,0,3
JEEP,99.0,10.883879209816806,SUV,AWD,Automatic,Gas,5.0,0,1
HONDA,46230.0,10.43396873396056,SUV,AWD,Automatic,Gas,5.0,0,3
FORD,130946.0,9.546669741249485,SEDAN,AWD,Automatic,Gas,5.0,0,6
FORD,89890.0,10.657259354912508,TRUCK,AWD,Automatic,Gas,5.0,0,4
VOLKSWAGEN,9668.0,10.203406942652387,SEDAN,FWD,Automatic,Gas,5.0,0,2
FORD,113657.0,9.47231994707559,SUV,AWD,Automatic,Gas,5.0,0,8
HYUNDAI,53446.0,9.578034382397348,SEDAN,FWD,Automatic,Gas,5.0,0,5
CHEVROLET,69356.0,10.757796492054402,TRUCK,AWD,Automatic,Gas,5.0,0,4
MAZDA,54830.0,10.1226230824528,SUV,AWD,Automatic,Gas,5.0,0,3
NISSAN,144000.0,9.38429367909962,SUV,AWD,Automatic,Gas,5.0,0,9
TOYOTA,40000.0,10.08372360283906,SUV,FWD,Automatic,Gas,5.0,0,3
CHEVROLET,12787.0,11.123978183337597,COUPE,RWD,Automatic,Gas,2.0,0,6
BMW,67397.0,10.30521234102857,SUV,AWD,Automatic,Gas,5.0,0,5
MINI,69391.0,9.734358589528156,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
CHEVROLET,136207.0,10.27498214107314,CREW CAB,AWD,Automatic,Gas,5.0,0,6
AUDI,101047.0,9.903487552536127,SUV,AWD,Automatic,Gas,5.0,0,7
RAM,31962.0,10.671695822317952,TRUCK,AWD,Automatic,Gas,5.0,0,3
TOYOTA,48213.0,9.70430463866676,HATCHBACK,FWD,CVT,Gas,5.0,0,5
LEXUS,0.0,10.462817585361734,SUV,AWD,Automatic,Gas,5.0,0,5
FORD,212500.0,8.987196820661973,SUV,FWD,Automatic,Gas,5.0,1,9
HONDA,94279.0,10.03889218954233,SUV,AWD,CVT,Gas,5.0,0,4
KIA,57979.0,9.885934393288538,SEDAN,FWD,Automatic,Gas,5.0,0,3
FORD,198000.0,9.61413742298365,SUV,AWD,Automatic,Gas,6.0,0,8
DODGE,101818.0,9.153770020487787,SEDAN,FWD,Manual,Gas,5.0,0,7
PORSCHE,13300.0,11.082142548877776,CONVERTIBLE,RWD,Automatic,Gas,4.0,1,6
BMW,180000.0,8.517193191416238,SEDAN,AWD,Automatic,Gas,5.0,1,14
ACURA,53195.0,10.596509725282925,SUV,AWD,Automatic,Gas,5.0,0,3
PORSCHE,118000.0,10.566175525611364,HATCHBACK,AWD,Automatic,Gas,4.0,0,12
JEEP,23227.0,10.274844191010844,SUV,AWD,Automatic,Gas,5.0,0,4
TOYOTA,28073.0,10.204702639270494,SEDAN,FWD,Automatic,Gas,5.0,0,2
TOYOTA,68865.0,10.337864004138712,MINIVAN,FWD,Automatic,Gas,7.0,0,3
NISSAN,91067.0,10.14171674126838,SUV,AWD,CVT,Gas,5.0,0,5
GMC,32868.0,10.757796492054402,TRUCK,AWD,Automatic,Gas,5.0,0,4
HONDA,40248.0,9.740674462130215,SEDAN,FWD,Automatic,Gas,5.0,0,5
TOYOTA,20719.0,9.769670404801788,SEDAN,FWD,Automatic,Gas,5.0,0,5
BMW,51556.0,10.207104488000214,SEDAN,AWD,Automatic,Gas,5.0,0,5
TOYOTA,70269.0,9.61573881119536,SEDAN,FWD,Automatic,Gas,5.0,0,6
HYUNDAI,73000.0,9.998706819117062,SUV,AWD,Automatic,Gas,5.0,0,4
MITSUBISHI,32829.0,10.106224294072677,SUV,AWD,Automatic,Gas,5.0,0,2
HONDA,99719.0,9.487972108574462,SEDAN,FWD,CVT,Gas,5.0,0,5
BUICK,94884.0,9.56976154158294,SUV,FWD,Automatic,Gas,5.0,0,7
HONDA,44800.0,10.102338411281291,SUV,AWD,CVT,Gas,5.0,0,4
CADILLAC,95000.0,10.305446521315003,SEDAN,RWD,Automatic,Gas,5.0,0,8
BMW,15170.0,10.594131602877956,COUPE,AWD,Automatic,Gas,4.0,0,2
FORD,188300.0,8.612503371220562,SUV,AWD,Automatic,Gas,5.0,1,12
KIA,166859.0,9.061608318175784,WAGON,FWD,Automatic,Gas,5.0,0,7
BMW,73336.0,10.106101812597846,WAGON,AWD,Automatic,Gas,5.0,0,5
PONTIAC,88000.0,10.16199824768763,COUPE,RWD,Automatic,Gas,4.0,1,42
HONDA,103424.0,9.994241915804592,SUV,AWD,Automatic,Gas,5.0,0,5
INFINITI,103571.0,10.29532691706248,SUV,AWD,CVT,Premium Unleaded,5.0,0,5
MAZDA,50416.0,10.12615098861346,SUV,AWD,Automatic,Gas,5.0,0,4
JEEP,42328.0,10.668839108844995,SUV,AWD,Automatic,Gas,5.0,0,3
FORD,169000.0,8.410720946905721,SEDAN,FWD,Automatic,Gas,5.0,1,11
SUBARU,214000.0,9.2098402469345,SUV,AWD,Manual,Gas,5.0,0,6
BMW,40440.0,10.55828364171215,SEDAN,AWD,Automatic,Regular Unleaded,5.0,0,2
TOYOTA,59545.0,10.19988156558993,SUV,AWD,Automatic,Gas,5.0,0,3
JEEP,203000.0,8.836228571526014,SUV,FWD,Automatic,Gas,5.0,0,12
TOYOTA,108000.0,9.104979856318357,WAGON,FWD,Automatic,Gas,5.0,1,10
BMW,253123.0,8.83927669058535,SEDAN,AWD,Automatic,Premium Unleaded,5.0,0,11
TOYOTA,30809.0,9.85166780380633,SEDAN,FWD,Automatic,Gas,5.0,0,2
NISSAN,103000.0,9.153770020487787,HATCHBACK,FWD,Automatic,Electric,5.0,1,9
BMW,61000.0,11.109443389352805,SUV,AWD,Automatic,Gas,7.0,0,3
VOLKSWAGEN,36157.0,10.542706391070515,HATCHBACK,AWD,Automatic,Gas,5.0,0,4
AUDI,7241.0,10.75149944365699,SEDAN,AWD,Automatic,Gas,5.0,0,2
JAGUAR,7775.0,11.289656905842868,SUV,AWD,Automatic,Electric,5.0,0,2
HYUNDAI,40555.0,9.73477299914839,SEDAN,FWD,Automatic,Gas,5.0,0,2
LINCOLN,270000.0,8.92252495730139,SEDAN,AWD,Automatic,Gas,5.0,1,7
FORD,206000.0,8.922658299524402,SUV,FWD,Automatic,Gas,5.0,1,11
HYUNDAI,175000.0,8.987196820661973,COUPE,RWD,Manual,Gas,4.0,1,12
FORD,140000.0,10.545315122572784,TRUCK,AWD,Automatic,Gas,5.0,1,6
AUDI,38125.0,10.933017680016794,SUV,AWD,Automatic,Gas,5.0,0,3
TOYOTA,29700.0,10.83956130367109,SUV,AWD,Automatic,Gas,7.0,0,2
HONDA,132077.0,9.740674462130215,SEDAN,FWD,Automatic,Gas,5.0,0,5
VOLKSWAGEN,58248.0,9.975575628930384,SEDAN,FWD,Automatic,Regular Unleaded,5.0,0,3
JEEP,53000.0,10.596159620247835,SUV,AWD,Automatic,Gas,5.0,0,5
BUICK,72698.0,9.680031452383618,SUV,FWD,Automatic,Gas,5.0,0,6
VOLKSWAGEN,157000.0,8.160518247477505,HATCHBACK,FWD,Manual,Gas,5.0,1,15
FORD,22721.0,10.274947655341608,SUV,AWD,Automatic,Gas,5.0,0,2
NISSAN,151342.0,8.77770959579525,SUV,AWD,Automatic,Gas,5.0,0,13
GMC,39278.0,10.596509725282925,TRUCK,AWD,Automatic,Gas,5.0,0,4
TOYOTA,37974.0,10.27487868031054,WAGON,FWD,CVT,Gas Hybrid,5.0,0,5
RAM,96171.0,11.115413645448138,TRUCK,AWD,Automatic,Diesel,5.0,0,4
TOYOTA,65380.0,9.952039593118291,SEDAN,FWD,Automatic,Gas,5.0,0,5
DODGE,125000.0,9.851562479671207,COUPE,RWD,Automatic,Gas,5.0,0,10
NISSAN,121000.0,8.682538124003075,SEDAN,FWD,Automatic,Gas,5.0,0,11
TOYOTA,11333.0,10.025174070792728,SEDAN,FWD,Automatic,Gas,5.0,0,5
MITSUBISHI,62000.0,9.648530784697051,SEDAN,FWD,Manual,Gas,5.0,1,5
LEXUS,149888.0,8.699514748210191,SEDAN,FWD,Automatic,Gas,5.0,0,16
BMW,84000.0,10.373491181781864,SUV,AWD,Automatic,Gas,5.0,1,7
MAZDA,52638.0,10.357742824813725,SUV,AWD,Automatic,Gas,5.0,0,3
HYUNDAI,63659.0,9.79784922051313,SUV,AWD,Automatic,Gas,5.0,0,5
AUDI,28470.0,10.810919157976958,CONVERTIBLE,AWD,Automatic,Gas,4.0,0,4
LEXUS,27255.0,10.69183127007966,SUV,AWD,CVT,Gas Hybrid,5.0,0,4
TOYOTA,78495.0,9.99829760729877,SUV,FWD,Automatic,Gas,5.0,0,5
GMC,165049.0,10.239781201782993,TRUCK,AWD,Automatic,Gas,5.0,0,6
TOYOTA,125167.0,9.733884768149949,SUV,AWD,Automatic,Gas,5.0,0,8
MINI,132500.0,9.0994088112689,HATCHBACK,FWD,Automatic,Gas,4.0,0,11
VOLKSWAGEN,67295.0,9.92289794605595,SEDAN,FWD,Automatic,Gas,5.0,0,3
SUBARU,188000.0,9.02280524812934,SEDAN,AWD,Automatic,Gas,5.0,0,8
AUDI,38477.0,10.239781201782993,SEDAN,AWD,Automatic,Gas,5.0,0,5
NISSAN,53858.0,9.546455401949554,HATCHBACK,FWD,Automatic,Gas,5.0,0,3
VOLKSWAGEN,33525.0,9.946930110378965,SEDAN,FWD,Automatic,Gas,5.0,0,3
TOYOTA,29409.0,10.149878770570028,HATCHBACK,FWD,CVT,Gas Hybrid,5.0,0,4
JEEP,108586.0,9.825526011066415,SUV,AWD,Automatic,Gas,5.0,1,7
NISSAN,87565.0,9.870447698457928,SUV,AWD,CVT,Gas,5.0,0,7
TOYOTA,108139.0,9.610792938260802,HATCHBACK,FWD,CVT,Gas,5.0,0,5
MERCEDES-BENZ,153792.0,9.894194505624537,SEDAN,AWD,Automatic,Gas,5.0,0,7
KIA,123722.0,9.648530784697051,SUV,AWD,Automatic,Gas,5.0,0,7
BMW,18837.0,11.112418047181292,CONVERTIBLE,AWD,Automatic,Gas,4.0,0,3
JEEP,34017.0,10.571265641745532,SUV,AWD,Automatic,Gas,4.0,0,3
RAM,74723.0,10.858036996527373,TRUCK,AWD,Automatic,Gas,5.0,0,3
FORD,247000.0,8.006367567650246,SUV,FWD,Automatic,Gas,5.0,1,14
JEEP,33120.0,10.463074768634808,SUV,AWD,Automatic,Gas,5.0,0,2
HONDA,139777.0,7.313220387090301,SEDAN,FWD,Automatic,Gas,5.0,1,12
CHEVROLET,102365.0,10.596509725282925,TRUCK,AWD,Automatic,Gas,5.0,0,4
RAM,249500.0,9.85214162518454,TRUCK CREW CAB,AWD,Automatic,Gas,5.0,0,9
MITSUBISHI,63020.0,9.947504437952905,SUV,AWD,Automatic,Gas,7.0,0,5
HYUNDAI,34232.0,10.016771593989466,SUV,AWD,Automatic,Regular Unleaded,5.0,0,3
TOYOTA,61352.0,9.9940135792355,SEDAN,FWD,Automatic,Gas,5.0,0,3
HONDA,38590.0,9.734121706902387,SUV,FWD,CVT,Gas,5.0,0,6
CHEVROLET,128183.0,9.287301413112312,SUV,FWD,Automatic,Gas,5.0,0,9
PORSCHE,171253.0,10.161534819858218,CONVERTIBLE,RWD,Manual,Gas,4.0,0,17
MERCEDES-BENZ,24800.0,11.550221249713925,SEDAN,AWD,Automatic,Gas,4.0,0,5
VOLKSWAGEN,178629.0,9.168267595554276,SUV,AWD,Automatic,Gas,5.0,0,11
INFINITI,234000.0,8.517193191416238,COUPE,RWD,Automatic,Gas,4.0,1,18
HONDA,60350.0,9.740674462130215,SUV,AWD,Automatic,Gas,5.0,0,6
SUBARU,57404.0,10.203406942652387,SUV,AWD,CVT,Gas,5.0,0,4
TOYOTA,183001.0,9.61547209118311,MINIVAN,FWD,Automatic,Gas,7.0,0,11
MAZDA,27611.0,9.90323752128092,SEDAN,FWD,Automatic,Gas,5.0,0,3
CHEVROLET,102000.0,9.305195902988862,SUV,FWD,Automatic,Gas,5.0,0,7
RAM,2.0,11.108409905897652,TRUCK,AWD,Automatic,Gas,5.0,0,1
HYUNDAI,143722.0,8.851949671253948,SUV,AWD,Automatic,Gas,5.0,0,13
CHEVROLET,81647.0,8.69751274553952,HATCHBACK,FWD,Automatic,Gas,5.0,0,11
MASERATI,14000.0,10.596509725282925,SEDAN,RWD,Manual,Gas,4.0,0,18
BMW,155955.0,9.546455401949554,SEDAN,AWD,Automatic,Gas,5.0,0,9
LEXUS,230000.0,9.259130536145614,SEDAN,RWD,Automatic,Gas,5.0,1,14
INFINITI,121560.0,10.165813354725492,SUV,AWD,Automatic,Gas,5.0,1,9
VOLVO,61211.0,10.69643481817325,SUV,AWD,Automatic,Gas,7.0,0,5
HYUNDAI,32369.0,9.740674462130215,SEDAN,FWD,Automatic,Gas,5.0,0,2
TOYOTA,244000.0,8.779557455883728,SEDAN,FWD,Automatic,Gas Hybrid,5.0,1,13
TOYOTA,227596.0,9.47231994707559,SUV,AWD,Automatic,Gas,5.0,0,12
BMW,8721.0,11.491701828518602,SUV,AWD,Automatic,Gas,6.0,0,2
HONDA,42788.0,10.30521234102857,SEDAN,FWD,CVT,Gas Hybrid,5.0,0,3
NISSAN,94589.0,9.928131383448887,SUV,AWD,Automatic,Gas,5.0,0,7
TOYOTA,33000.0,9.61573881119536,HATCHBACK,FWD,Automatic,Gas,5.0,1,5
FORD,72864.0,9.851931065621724,SUV,AWD,Automatic,Gas,5.0,0,4
TOYOTA,103920.0,9.780641722537284,SUV,FWD,Automatic,Gas,5.0,0,6
ACURA,52571.0,9.851931065621724,SEDAN,FWD,Automatic,Gas,5.0,0,5
BMW,67706.0,10.146159183657884,SEDAN,AWD,Automatic,Gas,5.0,0,5
HYUNDAI,79848.0,9.30546871706776,SEDAN,FWD,Automatic,Gas,5.0,0,6
ACURA,79553.0,10.126231023828998,SUV,AWD,Automatic,Gas,7.0,0,8
SUBARU,179000.0,9.305650551780507,WAGON,AWD,Automatic,Gas,5.0,1,9
AUDI,63481.0,10.221941283654663,SEDAN,AWD,Automatic,Gas,5.0,0,5
CHEVROLET,33388.0,9.392245175273796,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
NISSAN,176100.0,9.840600999480936,SUV,AWD,Automatic,Gas,5.0,0,8
TOYOTA,80728.0,10.160027194468766,SEDAN,FWD,CVT,Gas Hybrid,5.0,0,3
VOLKSWAGEN,68000.0,9.392578591964387,HATCHBACK,FWD,Manual,Gas,5.0,1,6
HYUNDAI,138000.0,8.986571625268054,SEDAN,FWD,Automatic,Gas,5.0,0,10
MERCEDES-BENZ,94522.0,9.680281499268713,SEDAN,AWD,Automatic,Gas,5.0,1,11
ACURA,94000.0,9.79807147977948,SUV,AWD,Automatic,Gas,5.0,0,9
CHEVROLET,155890.0,8.00469951054955,SUV,AWD,Automatic,Gas,5.0,0,19
DODGE,52000.0,10.308952660644293,SEDAN,AWD,Automatic,Gas,5.0,1,4
BMW,72080.0,9.648401735787337,SEDAN,RWD,Automatic,Gas,5.0,0,8
CHEVROLET,25810.0,9.903387547535797,SEDAN,FWD,Automatic,Gas,5.0,0,3
BMW,119000.0,9.61547209118311,SEDAN,AWD,Automatic,Gas,4.0,0,10
LEXUS,102000.0,10.146433731146518,SEDAN,AWD,Automatic,Gas,5.0,1,9
NISSAN,123000.0,8.242756345714477,HATCHBACK,FWD,Automatic,Gas,5.0,1,12
CHEVROLET,95550.0,9.738023112808596,SUV,AWD,Automatic,Gas,5.0,1,5
SUBARU,20050.0,9.888120075405006,COMPACT,AWD,CVT,Gas,5.0,0,2
HYUNDAI,73445.0,10.081633737919605,SUV,AWD,Automatic,Gas,5.0,0,4
AUDI,140000.0,9.564512185696795,SEDAN,AWD,Automatic,Gas,5.0,1,11
JEEP,115146.0,8.699348067653093,SUV,FWD,Automatic,Gas,5.0,0,14
MERCEDES-BENZ,109200.0,9.60911649193355,COUPE,AWD,Automatic,Gas,4.0,1,9
KIA,74806.0,9.258654232254733,SEDAN,FWD,Automatic,Gas,5.0,0,5
MITSUBISHI,136000.0,9.39182824802156,SUV,AWD,CVT,Gas,5.0,0,6
TESLA,25300.0,11.06663836234181,SEDAN,AWD,Automatic,Electric,5.0,1,2
HONDA,85045.0,10.021270588192513,SUV,FWD,Automatic,Gas,5.0,0,4
CHEVROLET,25196.0,11.30214270335424,CONVERTIBLE,RWD,Automatic,Gas,4.0,0,5
TOYOTA,141801.0,8.779557455883728,SEDAN,FWD,Automatic,Gas,5.0,0,13
CHRYSLER,140302.0,8.902047345620277,SEDAN,FWD,Automatic,Gas,5.0,0,10
MERCEDES-BENZ,189000.0,9.679718805828,SEDAN,AWD,Automatic,Gas,5.0,0,14
NISSAN,116700.0,9.02401079378469,TRUCK,AWD,Manual,Gas,5.0,1,14
CHEVROLET,61701.0,9.538780436900131,HATCHBACK,FWD,CVT,Gas,5.0,0,3
TOYOTA,67905.0,10.06475570013225,SEDAN,FWD,Automatic,Gas,5.0,0,6
AUDI,149501.0,9.20029003612268,SUV,AWD,Automatic,Gas,5.0,0,15
TOYOTA,11545.0,10.43396873396056,SUV,AWD,Automatic,Gas,5.0,0,3
HYUNDAI,216402.0,8.292798858200374,SUV,AWD,Automatic,Gas,5.0,0,12
TOYOTA,81550.0,9.64859530290734,HATCHBACK,FWD,Manual,Gas,5.0,0,4
LEXUS,68500.0,10.221941283654663,SUV,AWD,Automatic,Gas,5.0,0,5
KIA,39347.0,9.769384568012647,HATCHBACK,FWD,Automatic,Gas,5.0,0,2
TOYOTA,103497.0,9.740968623038354,MINIVAN,FWD,Automatic,Gas,7.0,1,7
TOYOTA,38266.0,10.545209851103886,SUV,AWD,Automatic,Gas,5.0,0,4
RAM,38575.0,10.858902839094332,CREW CAB,AWD,Automatic,Gas Hybrid,5.0,0,2
CHEVROLET,68060.0,9.560997243589352,COMPACT,FWD,Automatic,Gas,5.0,0,5
HONDA,37994.0,10.596459717781787,SUV,AWD,Automatic,Gas,5.0,0,3
TOYOTA,253800.0,8.281470857895167,HATCHBACK,FWD,Automatic,Gas,5.0,1,15
TOYOTA,70274.0,9.952039593118291,SEDAN,FWD,Automatic,Gas,5.0,0,5
CHEVROLET,1000.0,9.680344001221918,TRUCK,RWD,Automatic,Gas,5.0,1,58
RAM,143776.0,10.402746539930654,TRUCK CREW CAB,AWD,Automatic,Gas,5.0,0,6
FORD,100900.0,10.401227936753465,SUV,AWD,Automatic,Gas,5.0,1,5
PORSCHE,2423.0,11.524260974633972,SUV,AWD,Automatic,Gas,5.0,0,1
MERCEDES-BENZ,19140.0,10.545288805744486,MINIVAN,RWD,Automatic,Gas,7.0,0,4
HONDA,15602.0,9.998343083548807,SEDAN,FWD,CVT,Regular Unleaded,5.0,0,3
LEXUS,12672.0,11.210305712154222,SEDAN,AWD,Automatic,Gas,5.0,0,4
FORD,15430.0,10.126231023828998,SUV,AWD,Automatic,Gas,5.0,0,3
