make,mileage,price,body_type,drivetrain,transmission,fuel_type,passengers,is_private,car_age
NISSAN,35755.0,9.35010231435134,SUV,AWD,CVT,Gas,5.0,0,10
KIA,163700.0,9.21024036697585,SEDAN,FWD,Automatic,Gas,5.0,1,8
CHEVROLET,0.0,10.53529110285502,SUV,AWD,Automatic,Gas,5.0,0,1
KIA,194050.0,8.507142855562735,SEDAN,FWD,Automatic,Gas,5.0,0,10
VOLVO,46418.0,10.518538047359652,SEDAN,AWD,Automatic,Gas,5.0,0,4
AUDI,128000.0,9.903487552536127,COUPE,AWD,Manual,Gas,4.0,1,13
VOLKSWAGEN,146338.0,9.047586120674756,HATCHBACK,FWD,Automatic,Gas,5.0,0,10
FORD,48100.0,9.897871813750491,SUV,AWD,Automatic,Gas,5.0,0,6
FORD,105329.0,9.607437230413831,SEDAN,AWD,Automatic,Gas,5.0,0,8
ACURA,75118.0,10.35736179985198,SUV,AWD,Automatic,Premium Unleaded,5.0,0,5
KIA,139486.0,8.974618038455112,WAGON,FWD,Automatic,Gas,5.0,1,9
FORD,158021.0,9.305195902988862,SUV,AWD,Automatic,Gas,5.0,0,7
HYUNDAI,115403.0,9.545955098183269,SEDAN,FWD,Automatic,Gas,5.0,0,5
RAM,205068.0,9.546669741249485,MINIVAN,FWD,Automatic,Gas,7.0,0,7
DODGE,25542.0,10.778852117797635,COUPE,AWD,Automatic,Gas,5.0,0,2
LAND ROVER,89979.0,10.72535770879079,SUV,AWD,Automatic,Diesel,7.0,0,6
VOLKSWAGEN,11156.0,10.239531125865788,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
HONDA,32612.0,9.814656338829511,SEDAN,FWD,CVT,Gas,5.0,0,3
HYUNDAI,104367.0,9.2098402469345,HATCHBACK,FWD,Automatic,Gas,5.0,0,5
CHRYSLER,199000.0,8.517193191416238,CONVERTIBLE,FWD,Automatic,Gas,4.0,1,37
HONDA,76111.0,10.165813354725492,SEDAN,FWD,Manual,Gas,5.0,0,4
RAM,3228.0,10.714373323320329,TRUCK,AWD,Automatic,Gas,6.0,0,2
CHEVROLET,55197.0,9.763938087586045,HATCHBACK,FWD,Automatic,Gas,5.0,0,3
CHEVROLET,98000.0,10.776870783399009,REGULAR CAB,AWD,Automatic,Gas,5.0,0,36
FORD,164574.0,9.305650551780507,TRUCK,AWD,Manual,Gas,4.0,0,14
BUICK,36079.0,9.79784922051313,SUV,FWD,Automatic,Gas,5.0,0,5
CHEVROLET,173187.0,8.698681067461614,SUV,FWD,Automatic,Gas,5.0,0,12
DODGE,71986.0,9.917784857236953,MINIVAN,FWD,Automatic,Gas,7.0,0,5
NISSAN,61045.0,9.897469480210566,SUV,FWD,Automatic,Gas,5.0,0,4
LAND ROVER,47747.0,11.074420502783864,SUV,AWD,Automatic,Gas,5.0,1,6
HONDA,108183.0,9.819562317598368,SUV,AWD,CVT,Gas,5.0,0,6
TOYOTA,133500.0,9.38429367909962,SEDAN,FWD,Automatic,Gas,5.0,0,8
TOYOTA,26750.0,10.305613759378778,SUV,AWD,Automatic,Regular Unleaded,5.0,0,4
CHEVROLET,159795.0,9.61547209118311,SUV,AWD,Automatic,Gas,5.0,0,5
INFINITI,280000.0,8.517193191416238,SEDAN,AWD,Automatic,Gas,5.0,1,13
CADILLAC,77106.0,11.231887935237117,SUV,AWD,Automatic,Gas,5.0,0,5
TOYOTA,16377.0,10.58375210726506,SUV,AWD,Automatic,Gas,5.0,0,3
PLYMOUTH,46000.0,9.210340371976184,SEDAN,RWD,Automatic,Gas,5.0,1,50
PORSCHE,59009.0,10.819778284410283,CONVERTIBLE,RWD,Manual,Gas,4.0,1,16
FORD,74867.0,9.711115659888671,SEDAN,AWD,Automatic,Gas,5.0,0,5
HONDA,234000.0,8.85366542803745,MINIVAN,FWD,Automatic,Gas,7.0,1,14
HYUNDAI,84560.0,10.042771119638514,SUV,AWD,Automatic,Gas,5.0,0,4
DODGE,48413.0,10.77662023009248,SUV,AWD,Automatic,Gas,5.0,0,3
ACURA,38689.0,10.657259354912508,SUV,AWD,Automatic,Premium Unleaded,5.0,0,3
KIA,122000.0,9.296518068217235,WAGON,FWD,Automatic,Gas,5.0,0,9
KIA,20161.0,9.79757132694458,WAGON,FWD,Automatic,Gas,5.0,0,2
JEEP,92230.0,10.203406942652387,SUV,AWD,Automatic,Gas,5.0,0,7
HONDA,100300.0,9.562756258994533,SEDAN,FWD,Automatic,Gas,5.0,1,8
HYUNDAI,24351.0,10.121819546853116,SUV,AWD,Automatic,Gas,5.0,0,2
DODGE,111579.0,9.23883064237581,SUV,FWD,Automatic,Gas,5.0,0,9
NISSAN,179000.0,7.90100705199242,SEDAN,FWD,Automatic,Gas,5.0,1,19
FORD,27559.0,9.918129829272996,SUV,AWD,Automatic,Gas,5.0,0,4
HONDA,29875.0,9.994698432589512,SUV,FWD,CVT,Gas,5.0,0,4
VOLVO,28093.0,10.714395546283315,SUV,AWD,Automatic,Gas,5.0,0,3
LAND ROVER,145000.0,9.769956159911606,SUV,AWD,Automatic,Gas,5.0,1,10
KIA,90793.0,9.104979856318357,SEDAN,FWD,Automatic,Gas,5.0,1,7
HONDA,75323.0,9.877502855564137,SUV,AWD,CVT,Gas,5.0,0,6
SUBARU,157367.0,9.903337541285005,SEDAN,AWD,Manual,Gas,5.0,0,11
HONDA,97453.0,10.081633737919605,MINIVAN,FWD,Automatic,Gas,7.0,0,7
HONDA,18379.0,10.043249494911286,SEDAN,FWD,CVT,Gas,5.0,0,3
KIA,37473.0,9.546455401949554,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
HONDA,121000.0,8.974618038455112,SEDAN,FWD,Automatic,Gas,5.0,0,14
HYUNDAI,71443.0,9.615805480084347,SEDAN,FWD,Automatic,Gas,5.0,0,6
TOYOTA,97833.0,10.21280880009139,SUV,AWD,Automatic,Gas,5.0,0,5
FORD,3500.0,11.225230059096225,TRUCK,AWD,Automatic,Gas,5.0,1,1
TOYOTA,46670.0,10.271596874100524,SUV,AWD,Automatic,Gas,5.0,0,4
CHEVROLET,64421.0,10.042597108240328,SUV,AWD,Automatic,Gas,5.0,0,4
NISSAN,273510.0,7.972466015974565,SUV,AWD,Automatic,Gas,5.0,0,20
GMC,187000.0,9.259130536145614,SUV,AWD,Automatic,Gas,5.0,0,7
HYUNDAI,20072.0,9.791885375954823,SEDAN,FWD,Automatic,Gas,5.0,0,4
TOYOTA,272598.0,8.517193191416238,HATCHBACK,FWD,Automatic,Gas Hybrid,5.0,1,13
MAZDA,93974.0,10.146394514691288,SUV,AWD,Automatic,Gas,5.0,0,5
FORD,128565.0,8.98594603876032,COUPE,RWD,Manual,Gas,4.0,0,16
MERCEDES-BENZ,228000.0,7.782807262839695,SEDAN,AWD,Automatic,Gas,5.0,1,19
KIA,87058.0,9.89822372286103,SEDAN,FWD,Automatic,Gas,5.0,0,6
LAND ROVER,33292.0,11.289756913343512,SUV,AWD,Automatic,Gas,5.0,0,3
TOYOTA,20631.0,9.674074388208323,SEDAN,FWD,Automatic,Gas,5.0,0,5
FORD,36177.0,9.85214162518454,SUV,AWD,Automatic,Gas,5.0,0,4
HONDA,35057.0,10.06475570013225,SUV,AWD,Automatic,Gas,5.0,0,4
JEEP,151000.0,9.546455401949554,SUV,AWD,Automatic,Gas,5.0,0,5
HONDA,15700.0,10.12643108384767,SEDAN,FWD,CVT,Gas,5.0,0,2
FORD,26000.0,10.657259354912508,CONVERTIBLE,RWD,Manual,Gas,4.0,1,15
HYUNDAI,96760.0,9.39182824802156,SEDAN,FWD,Automatic,Gas,5.0,0,5
FORD,270000.0,9.047703788498628,SEDAN,FWD,Automatic,Gas,5.0,1,8
MITSUBISHI,74343.0,9.897670667214562,SUV,AWD,CVT,Gas,5.0,0,4
FORD,88000.0,10.733958923959293,CREW CAB,AWD,Automatic,Gas,5.0,0,6
KIA,96498.0,9.740615619563489,SUV,FWD,Automatic,Gas,5.0,0,4
TOYOTA,81132.0,9.304559047215164,MINIVAN,FWD,Automatic,Gas,7.0,0,12
DODGE,188742.0,9.740674462130215,TRUCK REGULAR CAB,AWD,Automatic,Gas,2.0,0,13
FORD,230000.0,8.006367567650246,HATCHBACK,FWD,Automatic,Gas,5.0,1,8
MERCEDES-BENZ,48.0,11.198187322494942,TRUCK,RWD,Automatic,Diesel,2.0,0,3
MAZDA,36370.0,9.546669741249485,SEDAN,FWD,Automatic,Gas,5.0,0,4
PORSCHE,117000.0,10.221941283654663,COUPE,RWD,Automatic,Gas,4.0,1,23
CHEVROLET,114040.0,9.680218993408769,SEDAN,FWD,Automatic,Gas,5.0,0,5
ACURA,195000.0,9.615805480084347,SUV,AWD,Automatic,Gas,5.0,1,8
LINCOLN,49707.0,10.335269968961668,SUV,AWD,Automatic,Premium Unleaded,5.0,0,4
MITSUBISHI,30113.0,10.122422259076282,SUV,AWD,Automatic,Gas,7.0,0,2
NISSAN,90000.0,8.515191188745565,SEDAN,FWD,Automatic,Gas,5.0,0,11
JEEP,7195.0,10.42821608147111,SUV,AWD,Automatic,Gas,5.0,0,3
HONDA,57197.0,10.146433731146518,SUV,AWD,CVT,Gas,5.0,0,4
LEXUS,82464.0,10.341677965256997,SUV,AWD,Automatic,Premium Unleaded,5.0,0,5
FORD,76908.0,9.305195902988862,SEDAN,FWD,Automatic,Gas,5.0,0,10
VOLKSWAGEN,34963.0,10.0190458931704,SEDAN,FWD,Automatic,Gas,5.0,0,2
BMW,23880.0,10.60893378868309,SEDAN,AWD,Automatic,Regular Unleaded,5.0,0,2
VOLKSWAGEN,136100.0,8.698681067461614,HATCHBACK,FWD,Automatic,Gas,5.0,0,10
HYUNDAI,78875.0,9.296518068217235,SEDAN,FWD,Automatic,Gas,5.0,0,6
AUDI,142586.0,9.993693820422276,COUPE,AWD,Automatic,Gas,4.0,0,9
BMW,115782.0,9.673319386284954,SUV,AWD,Automatic,Gas,5.0,0,8
HONDA,144126.0,9.48721424571136,MINIVAN,FWD,Automatic,Gas,7.0,0,12
VOLVO,49780.0,10.77645315967191,SUV,AWD,Automatic,Gas,5.0,0,4
VOLKSWAGEN,29237.0,9.876630098366244,WAGON,AWD,Automatic,Gas,5.0,0,3
HONDA,66146.0,10.122100857763806,SUV,AWD,CVT,Gas,5.0,0,5
HONDA,79293.0,9.993693820422276,SUV,AWD,CVT,Gas,5.0,0,5
TOYOTA,36500.0,10.480381776271823,SUV,AWD,Automatic,Gas,5.0,0,3
VOLKSWAGEN,145000.0,9.065314599925925,SEDAN,FWD,Automatic,Gas,5.0,0,7
JEEP,238500.0,8.83200393125627,CONVERTIBLE,AWD,Automatic,Gas,4.0,1,13
RAM,74640.0,10.628351399647642,TRUCK,AWD,Automatic,Gas,5.0,0,4
NISSAN,19311.0,10.165774890967963,SUV,AWD,CVT,Regular Unleaded,5.0,0,4
KIA,67334.0,9.466531777336591,SEDAN,FWD,Automatic,Gas,5.0,0,6
NISSAN,105248.0,9.2098402469345,SEDAN,FWD,CVT,Gas,5.0,0,5
FORD,151086.0,10.46024210819052,TRUCK SUPER CAB,AWD,Automatic,Gas,5.0,0,6
VOLKSWAGEN,175540.0,9.20029003612268,SEDAN,FWD,Automatic,Diesel,5.0,1,10
JEEP,70829.0,10.778852117797635,SUV,AWD,Automatic,Gas,5.0,0,4
TOYOTA,67500.0,10.221941283654663,SUV,AWD,Automatic,Gas,5.0,1,5
MAZDA,54000.0,9.532423871145296,SEDAN,FWD,Automatic,Gas,5.0,0,5
HYUNDAI,62295.0,9.84161214881804,SUV,AWD,Automatic,Gas,5.0,0,6
MAZDA,92726.0,9.752664662801545,SUV,AWD,Automatic,Gas,5.0,0,5
CHEVROLET,98134.0,10.757796492054402,TRUCK,AWD,Automatic,Gas,5.0,0,3
HYUNDAI,20000.0,9.711115659888671,SEDAN,FWD,Automatic,Gas,5.0,1,2
VOLKSWAGEN,72136.0,10.042597108240328,WAGON,AWD,Automatic,Gas,5.0,0,5
NISSAN,57753.0,9.588434283288215,SEDAN,FWD,Automatic,Gas,5.0,0,4
GMC,78251.0,10.713172549344025,TRUCK,AWD,Automatic,Gas,5.0,0,4
TOYOTA,127013.0,9.710448770900967,SEDAN,FWD,Automatic,Gas,5.0,0,9
PORSCHE,38091.0,11.184213042960456,SUV,AWD,Automatic,Gas,5.0,0,4
CHEVROLET,38633.0,9.851720461714246,HATCHBACK,FWD,Automatic,Gas,5.0,0,3
CADILLAC,77500.0,9.825526011066415,SEDAN,RWD,Automatic,Gas,5.0,1,8
HYUNDAI,1646.0,10.48815825675999,SUV,AWD,Automatic,Gas,5.0,0,1
DODGE,73000.0,9.472704636443671,SUV,FWD,Automatic,Gas,5.0,1,7
CHEVROLET,179507.0,9.104424146384634,SEDAN,FWD,Manual,Gas,5.0,0,9
MERCEDES-BENZ,164000.0,9.259130536145614,HATCHBACK,FWD,Automatic,Gas,5.0,0,9
MAZDA,12239.0,10.404111313817522,CONVERTIBLE,RWD,Automatic,Gas,2.0,0,5
FORD,94000.0,9.071078304642676,SEDAN,FWD,Automatic,Gas,5.0,1,8
BMW,33059.0,10.46310334047155,SUV,AWD,Automatic,Gas,5.0,0,4
CHEVROLET,216000.0,8.517193191416238,TRUCK,RWD,Automatic,Gas,5.0,1,12
TOYOTA,214370.0,9.305195902988862,SUV,AWD,Automatic,Gas,5.0,0,15
HONDA,43101.0,10.126631103850338,SUV,AWD,CVT,Gas,5.0,0,4
VOLKSWAGEN,29665.0,10.042248994577704,HATCHBACK,FWD,Automatic,Gas,5.0,0,2
DODGE,165000.0,8.764053269347762,MINIVAN,FWD,Automatic,Gas,7.0,1,11
HONDA,189003.0,9.47231994707559,SUV,AWD,Automatic,Gas,5.0,0,7
SUBARU,31453.0,10.52465526330391,SUV,AWD,CVT,Gas,8.0,0,3
RAM,103000.0,10.414753079530504,CREW CAB,AWD,Automatic,Gas,5.0,0,6
VOLKSWAGEN,32022.0,10.221941283654663,SUV,AWD,Automatic,Gas,5.0,0,2
HONDA,35843.0,10.106265117897465,SUV,AWD,Automatic,Gas,5.0,0,3
KIA,198368.0,8.496990484098719,WAGON,FWD,Automatic,Gas,5.0,0,10
HYUNDAI,114246.0,10.03889218954233,SUV,AWD,Automatic,Gas,5.0,0,5
HONDA,92443.0,9.528794103094718,COUPE,FWD,Manual,Gas,4.0,0,5
MITSUBISHI,118001.0,9.38429367909962,SUV,AWD,Automatic,Premium Unleaded,5.0,0,10
HONDA,174000.0,8.612503371220562,SEDAN,FWD,Automatic,Gas,5.0,1,13
BMW,205000.0,8.612503371220562,SEDAN,AWD,Automatic,Gas,5.0,1,14
FORD,100301.0,9.546455401949554,SUV,AWD,Automatic,Gas,5.0,0,9
TOYOTA,31699.0,10.043032079974024,SEDAN,FWD,Automatic,Gas,5.0,0,3
MINI,97988.0,9.258654232254733,COUPE,FWD,Manual,Gas,4.0,0,9
JEEP,8265.0,10.789319076925574,SUV,AWD,Automatic,Gas,5.0,0,2
HONDA,68755.0,10.043249494911286,MINIVAN,FWD,Automatic,Gas,7.0,1,7
HONDA,65217.0,10.03889218954233,COMPACT,FWD,CVT,Gas,5.0,0,4
TOYOTA,73000.0,9.680344001221918,SEDAN,FWD,Automatic,Gas,5.0,1,7
BUICK,19239.0,10.085600754292344,SUV,AWD,Automatic,Gas,5.0,0,4
TOYOTA,201168.0,8.698681067461614,SEDAN,FWD,Automatic,Gas,5.0,0,12
NISSAN,83022.0,9.949559740638511,SUV,AWD,CVT,Gas,5.0,0,5
MERCEDES-BENZ,21850.0,11.00208317439868,COUPE,AWD,Automatic,Gas,4.0,0,3
CHRYSLER,115929.0,9.37577006109992,SEDAN,FWD,Automatic,Gas,5.0,0,7
RAM,42500.0,10.680401267941642,TRUCK,AWD,Automatic,Gas,5.0,0,4
INFINITI,84000.0,8.612503371220562,SEDAN,AWD,Automatic,Gas,5.0,1,17
PONTIAC,15000.0,9.615805480084347,COUPE,RWD,Manual,Gas,4.0,1,28
FORD,91834.0,10.021226142760383,SUV,AWD,Automatic,Gas,5.0,0,5
LEXUS,16111.0,10.603883397931984,SUV,AWD,Automatic,Premium Unleaded,5.0,0,2
NISSAN,113566.0,8.986571625268054,SEDAN,FWD,Automatic,Gas,5.0,0,8
CHEVROLET,202224.0,8.51699317141357,SEDAN,FWD,Automatic,Gas,5.0,0,10
LEXUS,47363.0,10.618591900448116,SUV,AWD,Automatic,Gas,5.0,0,4
JEEP,95370.0,10.46310334047155,SUV,AWD,Automatic,Gas,5.0,0,7
FORD,42643.0,8.779557455883728,HATCHBACK,FWD,Automatic,Gas,5.0,0,10
DODGE,73898.0,9.975575628930384,SUV,AWD,Automatic,Gas,5.0,0,5
ACURA,120547.0,9.472550778454297,SEDAN,FWD,Automatic,Gas,5.0,0,10
CHEVROLET,33000.0,10.404262840448617,COUPE,RWD,Automatic,Gas,4.0,1,9
KIA,175780.0,8.411610428841172,HATCHBACK,FWD,Automatic,Gas,5.0,0,11
DODGE,57042.0,9.994241915804592,MINIVAN,FWD,Automatic,Gas,7.0,0,4
AUDI,80764.0,10.23988835803477,COUPE,AWD,Automatic,Gas,4.0,1,8
JEEP,25625.0,10.772896298510153,SUV,AWD,Automatic,Gas,5.0,0,4
PORSCHE,23419.0,11.608235644774552,COUPE,RWD,Manual,Gas,4.0,1,6
HONDA,28846.0,10.305613759378778,SUV,AWD,CVT,Gas,5.0,0,4
LAND ROVER,180997.0,9.797070923831638,SUV,AWD,Automatic,Gas,5.0,0,10
BMW,212619.0,8.698681067461614,SEDAN,AWD,Automatic,Gas,5.0,0,11
FORD,53000.0,10.518538047359652,COUPE,RWD,Manual,Gas,4.0,0,5
BMW,47426.0,10.596509725282925,COUPE,RWD,Automatic,Gas,4.0,0,19
TOYOTA,28046.0,10.33822015832486,SUV,AWD,Automatic,Gas,5.0,0,4
MAZDA,118670.0,9.432683603119624,HATCHBACK,FWD,Automatic,Gas,5.0,0,8
GMC,27718.0,10.691672148430824,TRUCK,AWD,Automatic,Gas,5.0,0,3
MERCEDES-BENZ,42688.0,10.819678279409947,SUV,AWD,Automatic,Gas,5.0,0,4
NISSAN,58612.0,10.064330077652958,SUV,AWD,CVT,Gas,5.0,0,5
HONDA,38844.0,9.952182474074888,COUPE,FWD,Automatic,Gas,4.0,0,5
FORD,104000.0,10.680516217076775,COUPE,RWD,Automatic,Gas,4.0,1,10
LEXUS,30560.0,10.59635969527664,SUV,AWD,Automatic,Gas,5.0,0,2
AUDI,115000.0,9.210340371976184,SEDAN,AWD,Manual,Gas,5.0,1,12
AUDI,173000.0,9.433483923290392,SUV,AWD,Automatic,Gas,5.0,1,10
TOYOTA,44719.0,10.608760912893914,SUV,AWD,Automatic,Gas,5.0,0,3
VOLKSWAGEN,83550.0,10.403959764222629,SUV,AWD,Automatic,Gas,5.0,0,5
VOLVO,25506.0,10.8568428285471,SUV,AWD,Automatic,Gas,5.0,0,4
MERCEDES-BENZ,14000.0,11.00023143014421,SEDAN,AWD,Automatic,Gas,5.0,0,3
MERCEDES-BENZ,60000.0,10.5943320840334,SUV,AWD,Automatic,Gas,5.0,0,5
AUDI,151278.0,9.304559047215164,SUV,AWD,Automatic,Premium Unleaded,5.0,0,10
SCION,178554.0,8.83927669058535,COUPE,FWD,Manual,Gas,4.0,0,11
HYUNDAI,40874.0,10.16199824768763,SUV,AWD,Automatic,Gas,7.0,0,5
ACURA,76141.0,10.106428396532818,SUV,AWD,Automatic,Gas,5.0,0,5
CHEVROLET,125853.0,9.679531170964893,SEDAN,FWD,Automatic,Gas,5.0,0,6
CHEVROLET,157362.0,10.16199824768763,COUPE,RWD,Manual,Gas,4.0,0,17
FORD,32126.0,9.851931065621724,SUV,FWD,Automatic,Gas,5.0,0,5
MERCEDES-BENZ,20658.0,10.876158617846391,SUV,AWD,Automatic,Premium Unleaded,5.0,0,3
MERCEDES-BENZ,148288.0,8.294049640102028,HATCHBACK,FWD,Automatic,Gas,5.0,1,13
HONDA,181000.0,8.268475388982598,SEDAN,FWD,Automatic,Gas,5.0,1,15
HYUNDAI,56445.0,9.634888894560614,SEDAN,FWD,Manual,Gas,5.0,0,4
SUBARU,116107.0,9.952039593118291,SEDAN,AWD,Manual,Gas,5.0,0,7
JEEP,87100.0,9.735068900911164,SUV,AWD,Automatic,Gas,5.0,0,5
ACURA,62624.0,9.711115659888671,SEDAN,FWD,Automatic,Gas,5.0,0,5
NISSAN,41822.0,10.27498214107314,SEDAN,FWD,Automatic,Electric,5.0,0,3
CHEVROLET,12334.0,10.936494084106243,SUV,AWD,Automatic,Gas,5.0,0,1
INFINITI,91105.0,10.731537060559845,SUV,AWD,Automatic,Gas,7.0,0,5
AUDI,255000.0,9.210340371976184,SEDAN,AWD,Automatic,Gas,5.0,1,13
HONDA,39224.0,9.844268192876156,SEDAN,FWD,CVT,Gas,5.0,0,4
PORSCHE,17289.0,11.06350846933288,SUV,AWD,Automatic,Gas,5.0,0,4
HYUNDAI,55288.0,9.927594627879362,SEDAN,FWD,Automatic,Gas,5.0,0,3
HYUNDAI,10348.0,10.184900011974314,SUV,AWD,Automatic,Gas,5.0,0,2
HONDA,43936.0,10.518159546219628,MINIVAN,FWD,Automatic,Gas,7.0,0,3
TOYOTA,34284.0,9.930470223866015,SEDAN,FWD,Automatic,Gas,5.0,0,3
HYUNDAI,188982.0,8.411832675758411,SUV,AWD,Automatic,Gas,5.0,1,14
FORD,35662.0,9.851931065621724,SUV,AWD,Automatic,Regular Unleaded,5.0,0,5
RAM,48742.0,10.621205387030278,REGULAR CAB,AWD,Automatic,Diesel,6.0,0,3
VOLVO,110000.0,9.305650551780507,SEDAN,FWD,Automatic,Gas,5.0,1,10
TOYOTA,24048.0,9.903387547535797,SEDAN,FWD,CVT,Gas,5.0,0,2
FORD,40465.0,10.334912762313824,TRUCK REGULAR CAB,RWD,Automatic,Gas,2.0,0,3
VOLVO,175100.0,9.2098402469345,SUV,AWD,Automatic,Gas,5.0,1,11
FORD,53689.0,9.917834146243049,SUV,AWD,Automatic,Gas,5.0,0,5
SUBARU,142000.0,9.104424146384634,SUV,AWD,Automatic,Gas,5.0,0,10
NISSAN,66171.0,9.392578591964387,SEDAN,FWD,Automatic,Gas,5.0,0,5
HONDA,21238.0,10.138085253895454,SEDAN,FWD,Manual,Premium Unleaded,5.0,0,4
VOLKSWAGEN,131500.0,9.305195902988862,SEDAN,FWD,Automatic,Gas,5.0,0,6
ACURA,161983.0,10.121819546853116,SUV,AWD,Automatic,Gas,7.0,0,5
HONDA,67045.0,9.679718805828,SEDAN,FWD,CVT,Gas,5.0,0,5
JEEP,280000.0,9.61547209118311,SUV,AWD,Automatic,Gas,5.0,0,11
CHEVROLET,39885.0,10.239781201782993,COUPE,RWD,Manual,Gas,4.0,0,23
HYUNDAI,122000.0,8.160518247477505,SEDAN,FWD,Automatic,Gas,5.0,1,12
HONDA,146160.0,9.686512437242294,MINIVAN,FWD,Automatic,Gas,7.0,0,8
KIA,26999.0,9.79757132694458,HATCHBACK,FWD,Automatic,Gas,5.0,0,2
AUDI,41993.0,10.357742824813725,SUV,AWD,Automatic,Gas,5.0,0,6
FORD,76028.0,9.79807147977948,SUV,FWD,Automatic,Gas,5.0,0,5
JEEP,119750.0,10.085600754292344,SUV,AWD,Automatic,Gas,5.0,0,6
VOLVO,125553.0,10.203406942652387,WAGON,AWD,Automatic,Gas,5.0,0,7
LEXUS,35.0,11.0007656181911,SEDAN,FWD,Automatic,Gas,5.0,0,1
AUDI,51461.0,10.757157922428616,SUV,AWD,Automatic,Gas,5.0,0,4
HYUNDAI,37614.0,10.184900011974314,SUV,AWD,Automatic,Gas,5.0,0,2
HYUNDAI,40778.0,10.221941283654663,SUV,AWD,Automatic,Gas,5.0,0,4
FORD,39085.0,10.274671726667416,COUPE,RWD,Automatic,Gas,4.0,0,4
JEEP,5885.0,10.308619271743057,SUV,AWD,Automatic,Gas,5.0,0,3
BMW,49906.0,10.491135318903403,SUV,AWD,Automatic,Gas,5.0,0,5
DODGE,116821.0,9.437077458800523,SUV,FWD,Automatic,Gas,7.0,0,5
TOYOTA,1687.0,11.156164803072102,TRUCK,AWD,Automatic,Regular Unleaded,5.0,0,1
DODGE,100000.0,10.08079656750654,COUPE,RWD,Automatic,Gas,5.0,0,10
DODGE,18943.0,10.596384701840863,SEDAN,AWD,Automatic,Gas,5.0,0,2
VOLKSWAGEN,0.0,10.62667885444445,SUV,AWD,Automatic,Gas,7.0,0,1
TOYOTA,45532.0,9.82498532438117,SEDAN,FWD,CVT,Gas,5.0,0,2
MAZDA,23500.0,9.740968623038354,SUV,FWD,Automatic,Gas,5.0,1,3
RAM,22625.0,11.066607111853518,TRUCK CREW CAB,AWD,Automatic,Gas,5.0,0,2
HONDA,28374.0,9.851562479671207,HATCHBACK,FWD,CVT,Gas,5.0,0,4
CHEVROLET,90000.0,9.95227771670556,COUPE,RWD,Manual,Gas,4.0,1,43
INFINITI,160000.0,9.645364282325891,SUV,AWD,Automatic,Gas,5.0,1,8
HONDA,53127.0,10.085600754292344,SEDAN,FWD,Manual,Gas,5.0,0,4
HONDA,23726.0,9.951706124806602,SEDAN,FWD,CVT,Gas,5.0,0,5
TOYOTA,14832.0,9.673319386284954,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
MERCEDES-BENZ,785.0,10.757881603870102,SEDAN,AWD,Automatic,Gas,5.0,0,2
CHEVROLET,71783.0,10.518538047359652,TRUCK CREW CAB,AWD,Automatic,Gas,5.0,0,5
CHEVROLET,102000.0,9.104979856318357,SEDAN,FWD,Automatic,Gas,5.0,1,8
NISSAN,23392.0,9.851404472665903,SUV,FWD,CVT,Gas,5.0,0,4
HONDA,38292.0,9.791941277791215,SEDAN,FWD,Manual,Gas,5.0,0,3
HYUNDAI,112000.0,9.581559041355757,SUV,FWD,Automatic,Gas,5.0,0,7
NISSAN,72329.0,9.104757609401116,HATCHBACK,FWD,Automatic,Gas,5.0,0,6
TOYOTA,79850.0,9.61447125707121,SEDAN,FWD,Automatic,Gas,5.0,0,5
DODGE,216000.0,8.293799608846818,MINIVAN,FWD,Automatic,Gas,7.0,1,11
BUICK,78147.0,10.16892401604059,SUV,AWD,Automatic,Premium Unleaded,5.0,0,5
FORD,106347.0,10.490384933253363,TRUCK,AWD,Automatic,Gas,5.0,0,4
VOLKSWAGEN,106624.0,9.47231994707559,SEDAN,FWD,Automatic,Gas,5.0,0,5
HONDA,53211.0,9.797460147890598,SEDAN,FWD,Automatic,Gas,5.0,0,3
KIA,36569.0,9.740674462130215,HATCHBACK,FWD,Automatic,Gas,5.0,0,5
MAZDA,70000.0,9.682840881420503,SEDAN,FWD,Automatic,Gas,5.0,0,5
CHEVROLET,19627.0,10.16539017200042,HATCHBACK,FWD,Automatic,Gas Hybrid,5.0,0,4
MAZDA,38402.0,9.85214162518454,WAGON,AWD,Automatic,Gas,5.0,0,4
HYUNDAI,57037.0,9.457122321855792,SUV,FWD,Automatic,Gas,5.0,0,7
TOYOTA,35286.0,9.740850969058572,HATCHBACK,FWD,CVT,Gas,5.0,0,5
NISSAN,47500.0,10.12643108384767,SUV,FWD,Automatic,Gas,5.0,0,3
ACURA,65852.0,9.79784922051313,SEDAN,FWD,Automatic,Gas,5.0,0,5
PORSCHE,73520.0,9.79807147977948,CONVERTIBLE,RWD,Manual,Gas,4.0,0,24
HONDA,191000.0,8.68270762989381,SEDAN,FWD,Manual,Regular Unleaded,5.0,0,10
FORD,145000.0,10.126631103850338,TRUCK,AWD,Automatic,Gas,5.0,1,8
MERCEDES-BENZ,46986.0,10.39757385229782,SEDAN,AWD,Automatic,Gas,5.0,0,4
PORSCHE,113192.0,11.22390916950531,SEDAN,AWD,Automatic,Gas Hybrid,5.0,0,4
NISSAN,98600.0,10.150347630467651,SUV,AWD,Automatic,Gas,5.0,1,6
